"GENE"	"EVENT"	"label"	"Category_Num"	"COORD"	"LENGTH"	"FullCO"	"COMPLEX"	"Sample"	"PSI"	"Quality_Score_Value"	"Quality_Score_Type"	"Group"	"Category"	"Colour"	"Species"	"Event_Num"	"ORF"	"PRC2_Component"	"Length_bp"	"COORD_hg38"	"PMID"	"short_vst_id"	"Num_Samples"	"Category_Short"	"median_PSI"
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Neuronal
(22)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Microglia"	96.8	"OK"	"S1"	"Glia"	"Neuronal"	"deepskyblue2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	22	"Neuro."	79.09
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"MonoNucCells"	95.63	"SOK"	"S1"	"MonoNucCells"	"Other"	"pink1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"MSC"	84.19	"SOK"	"S1"	"MSC"	"Other"	"pink1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Muscle_b"	73.92	"LOW"	"S1"	"Muscle"	"Other"	"palegreen2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Muscle_d"	75.89	"LOW"	"S1"	"Muscle"	"Other"	"palegreen2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Muscle_e"	89.86	"OK"	"S1"	"Muscle"	"Other"	"palegreen2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Embryonic
(24)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"NCC_Cranial_c"	79.02	"SOK"	"S1"	"NCC_Cranial"	"Embryonic"	"darkgoldenrod3"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	24	"Embryo."	81.17
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Embryonic
(24)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"NCC_default_b"	74.38	"SOK"	"S1"	"NCC_default"	"Embryonic"	"darkgoldenrod3"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	24	"Embryo."	81.17
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Embryonic
(24)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"NCC_Enteric_b"	77.72	"SOK"	"S1"	"NCC_Enteric"	"Embryonic"	"darkgoldenrod3"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	24	"Embryo."	81.17
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Embryonic
(24)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"NCC_Melano_biased_b"	83.36	"SOK"	"S1"	"NCC_Melano"	"Embryonic"	"darkgoldenrod3"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	24	"Embryo."	81.17
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Neuronal
(22)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Neuroblastoma"	71.36	"OK"	"S1"	"Neuroblastoma"	"Neuronal"	"deepskyblue2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	22	"Neuro."	79.09
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Neuronal
(22)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Neurons_Cortex_KCl_0h"	89.67	"SOK"	"S1"	"Neurons"	"Neuronal"	"deepskyblue2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	22	"Neuro."	79.09
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Neuronal
(22)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Neurons_Cortex_KCl_1h"	85.12	"SOK"	"S1"	"Neurons"	"Neuronal"	"deepskyblue2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	22	"Neuro."	79.09
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Neuronal
(22)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Neurons_Cortex_KCl_6h"	76.86	"SOK"	"S1"	"Neurons"	"Neuronal"	"deepskyblue2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	22	"Neuro."	79.09
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Neuronal
(22)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"NPC_a"	84.15	"SOK"	"S1"	"NPC"	"Neuronal"	"deepskyblue2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	22	"Neuro."	79.09
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Neuronal
(22)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"NPC_b"	79.8	"SOK"	"S1"	"NPC"	"Neuronal"	"deepskyblue2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	22	"Neuro."	79.09
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Neuronal
(22)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Oligodendrocytes"	73.82	"SOK"	"S1"	"Glia"	"Neuronal"	"deepskyblue2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	22	"Neuro."	79.09
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Ovary_a"	81.02	"LOW"	"S1"	"Ovary"	"Other"	"deeppink1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Ovary_b"	84.76	"SOK"	"S1"	"Ovary"	"Other"	"deeppink1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Pancreas_Acinar_Old"	92.35	"OK"	"S1"	"Pancreas"	"Other"	"aquamarine2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Pancreas_Acinar_Young"	93.27	"OK"	"S1"	"Pancreas"	"Other"	"aquamarine2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Pancreas_Alpha_Old"	85.61	"SOK"	"S1"	"Pancreas"	"Other"	"aquamarine2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Pancreas_Alpha_Young"	86.36	"SOK"	"S1"	"Pancreas"	"Other"	"aquamarine2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Pancreas_Beta_Old"	87.11	"SOK"	"S1"	"Pancreas"	"Other"	"aquamarine2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Pancreas_Beta_Young"	91.33	"SOK"	"S1"	"Pancreas"	"Other"	"aquamarine2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Pancreas_Duct_Old"	78.96	"SOK"	"S1"	"Pancreas"	"Other"	"aquamarine2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Pancreas_Duct_Young"	88.78	"SOK"	"S1"	"Pancreas"	"Other"	"aquamarine2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Placenta_a"	81.73	"SOK"	"S1"	"Placenta"	"Other"	"deeppink2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Placenta_b"	92.41	"OK"	"S1"	"Placenta"	"Other"	"deeppink2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Placenta_c"	83.1	"SOK"	"S1"	"Placenta"	"Other"	"deeppink2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Placenta_Epith"	88.92	"SOK"	"S1"	"Pancreas"	"Other"	"aquamarine2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Glandular
(13)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Prostate_b"	93.31	"SOK"	"S1"	"Prostate"	"Glandular"	"ivory4"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	13	"Gland."	87.81
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Glandular
(13)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Prostate_c"	87.99	"SOK"	"S1"	"Prostate"	"Glandular"	"ivory4"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	13	"Gland."	87.81
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Glandular
(13)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Prostate_d"	86.37	"SOK"	"S1"	"Prostate"	"Glandular"	"ivory4"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	13	"Gland."	87.81
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Retina_a"	80.87	"SOK"	"S1"	"Retina"	"Other"	"darkorchid"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Retina_macular"	84.87	"SOK"	"S1"	"Retina"	"Other"	"darkorchid"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Retina_peripheral"	81.89	"SOK"	"S1"	"Retina"	"Other"	"darkorchid"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Skin_a"	67.61	"SOK"	"S1"	"Skin"	"Other"	"honeydew2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Skin_b"	93.86	"LOW"	"S1"	"Skin"	"Other"	"honeydew2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Skin_c"	86.74	"SOK"	"S1"	"Skin"	"Other"	"honeydew2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Skin_d"	88.95	"SOK"	"S1"	"Skin"	"Other"	"honeydew2"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Small_intestine"	90.57	"SOK"	"S1"	"Small_intestine"	"Other"	"navajowhite"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Spleen_a"	88.59	"SOK"	"S1"	"Spleen"	"Other"	"pink1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Spleen_b"	93.23	"SOK"	"S1"	"Spleen"	"Other"	"pink1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Stomach_a"	79.57	"OK"	"S1"	"Stomach"	"Other"	"navajowhite"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Stomach_b"	88.04	"SOK"	"S1"	"Stomach"	"Other"	"navajowhite"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Neuronal
(22)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Sup_Temporal_Gyrus"	87.99	"SOK"	"S1"	"Sup_Temporal_Gyrus"	"Neuronal"	"deepskyblue4"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	22	"Neuro."	79.09
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Testis_a"	93.44	"SOK"	"S1"	"Testis"	"Other"	"gold1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Testis_b"	92.57	"SOK"	"S1"	"Testis"	"Other"	"gold1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Testis_c"	95.11	"SOK"	"S1"	"Testis"	"Other"	"gold1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Thymus_a"	90.16	"SOK"	"S1"	"Thymus"	"Other"	"pink1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Thymus_b"	87.61	"SOK"	"S1"	"Thymus"	"Other"	"pink1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Glandular
(13)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Thyroid_b"	91.36	"SOK"	"S1"	"Thyroid"	"Glandular"	"ivory4"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	13	"Gland."	87.81
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Glandular
(13)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Thyroid_c"	89.5	"SOK"	"S1"	"Thyroid"	"Glandular"	"ivory4"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	13	"Gland."	87.81
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Glandular
(13)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Thyroid_d"	78.69	"SOK"	"S1"	"Thyroid"	"Glandular"	"ivory4"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	13	"Gland."	87.81
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"WBC_d"	87.92	"SOK"	"S1"	"WBC"	"Other"	"pink1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"WBC_e"	87.59	"SOK"	"S1"	"WBC"	"Other"	"pink1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Neuronal
(22)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Whole_Brain_b"	86.45	"SOK"	"S1"	"Whole_Brain"	"Neuronal"	"dodgerblue"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	22	"Neuro."	79.09
"SUZ12"	"HsaEX0063029"	"SUZ12-ex4"	"Other
(69)"	"chr17:31947617-31947685"	69	"chr17:31940486,31947617-31947685,31966147"	"C1"	"Zygote_a_A"	82.99	"VLOW"	"S1"	"Zygote"	"Other"	"burlywood1"	"Human"	"exon4"	"a"	"Core"	69	"chr17:31947617-31947685"	NA	"63029"	69	"Other"	87.61
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Glandular
(13)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Adipose_b"	82.18	"SOK"	"S1"	"Adipose"	"Glandular"	"ivory3"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	13	"Gland."	75.97
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Glandular
(13)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Adipose_c"	80.39	"SOK"	"S1"	"Adipose"	"Glandular"	"ivory3"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	13	"Gland."	75.97
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Glandular
(13)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Adipose_d"	61.33	"SOK"	"S1"	"Adipose"	"Glandular"	"ivory3"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	13	"Gland."	75.97
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Glandular
(13)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Adrenal_b"	82.77	"OK"	"S1"	"Adrenal"	"Glandular"	"ivory4"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	13	"Gland."	75.97
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Glandular
(13)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Adrenal_c"	75.97	"SOK"	"S1"	"Adrenal"	"Glandular"	"ivory4"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	13	"Gland."	75.97
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Neuronal
(22)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Astrocytes"	62.75	"OK"	"S1"	"Glia"	"Neuronal"	"deepskyblue2"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	22	"Neuro."	68.655
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Glandular
(13)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Bladder_a"	75.08	"SOK"	"S1"	"Bladder"	"Glandular"	"ivory4"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	13	"Gland."	75.97
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Other
(69)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Bone_marrow_b"	84.9	"SOK"	"S1"	"Bone_Marrow"	"Other"	"pink1"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	69	"Other"	67.92
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Other
(69)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Bone_marrow_c"	92.2	"SOK"	"S1"	"Bone_Marrow"	"Other"	"pink1"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	69	"Other"	67.92
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Glandular
(13)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Breast_a"	89.55	"OK"	"S1"	"Breast"	"Glandular"	"ivory4"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	13	"Gland."	75.97
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Epithelial
(6)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Breast_Epith_a"	90.41	"SOK"	"S1"	"Breast_Epith"	"Epithelial"	"firebrick1"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	6	"Epithe."	79.89
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Neuronal
(22)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Cerebellum_c"	70.19	"SOK"	"S1"	"Cerebellum"	"Neuronal"	"dodgerblue"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	22	"Neuro."	68.655
"AEBP2"	"HsaINT0005075"	"AEBP2-ex8"	"Other
(69)"	"chr12:19518114-19518674"	561	"chr12:19518087-19518113=19518675-19522239:+"	"IR"	"Chorion"	43.09	"VLOW"	"S1"	"Chorion"	"Other"	"darkorchid"	"Human"	"exon8_alt5ss"	"a"	"PRC2.2"	4	"chr12:19518114-19518117"	NA	"5075"	69	"Other"	67.92
